Date,Close,High,Low,Open,Volume,Return,MA50,MA200,Trend,Signal
2012-04-17,160.25,160.9600067138672,158.75,160.5399932861328,7587100,-0.0013087791666472892,164.4592007446289,164.5662001800537,-1,SELL
2012-09-20,171.47000122070312,171.69000244140625,170.22999572753906,171.02999877929688,8703000,-0.0015721687657199723,159.91059997558594,159.8936001586914,1,BUY
2013-02-22,152.97000122070312,152.99000549316406,151.92999267578125,152.25999450683594,10093200,0.002293317486000923,160.89539947509766,161.09370010375977,-1,SELL
2014-03-26,125.41000366210938,126.37999725341797,125.12999725341797,126.2699966430664,8575400,-0.007910766324103369,125.55359985351562,125.44404983520508,1,BUY
2014-05-28,121.19999694824219,121.69999694824219,120.91999816894531,121.47000122070312,6736800,-0.005334440164288967,125.15259963989257,125.2617497253418,-1,SELL
2014-07-07,127.0199966430664,127.02999877929688,126.2300033569336,126.62999725341797,4630200,-0.001101030316222662,124.14399993896484,124.13569984436035,1,BUY
2014-09-19,117.08999633789062,117.56999969482422,116.72000122070312,117.51000213623047,10930200,-0.00585840081981337,123.5681997680664,123.71014984130859,-1,SELL
2016-03-01,117.7699966430664,119.11000061035156,117.33999633789062,118.73999786376953,14139300,-0.0073331317520045625,108.68379989624023,108.62059982299805,1,BUY
2016-11-18,115.1500015258789,115.7699966430664,114.95999908447266,115.5199966430664,10444300,-0.008780207102896176,122.16640029907227,122.17280025482178,-1,SELL
2017-05-22,119.9000015258789,120.13999938964844,119.58000183105469,119.62999725341797,5132500,0.004187604636601616,118.99160034179687,118.89910026550292,1,BUY
2018-06-21,120.05000305175781,120.31999969482422,119.81999969482422,119.91999816894531,5681900,-0.001746208886931222,123.88600036621094,123.92445026397705,-1,SELL
2019-01-23,121.27999877929688,121.54000091552734,120.86000061035156,120.95999908447266,5224900,-0.0013997379433262624,118.39179946899414,118.32345001220703,1,BUY
2021-02-17,166.3300018310547,167.33999633789062,165.85000610351562,166.9199981689453,11400700,-0.011352850687983307,173.96600036621095,174.05569969177247,-1,SELL
2021-07-08,168.64999389648438,169.86000061035156,167.91000366210938,169.82000732421875,7244300,-0.0006518168637834609,171.57920013427736,171.50475006103517,1,BUY
2021-08-06,164.63999938964844,165.92999267578125,164.5500030517578,165.83999633789062,13547600,-0.024991124040327772,170.45780029296876,170.5849001312256,-1,SELL
2021-12-07,166.80999755859375,167.0800018310547,166.17999267578125,166.1999969482422,4900700,0.003549490636251651,167.58039916992186,167.57574981689453,1,BUY
2022-01-27,167.60000610351562,169.08999633789062,167.3300018310547,168.02000427246094,15867300,-0.012898211138547944,168.7422003173828,168.76879981994628,-1,SELL
2022-02-14,174.74000549316406,175.0,173.67999267578125,173.77999877929688,13650700,0.005350715998122091,169.00820037841797,168.9842498779297,1,BUY
2022-07-06,162.13999938964844,164.57000732421875,161.47000122070312,164.32000732421875,11861100,-0.015842188833696924,171.91780059814454,172.0939998626709,-1,SELL
2023-01-13,178.75999450683594,178.8300018310547,176.88999938964844,176.9600067138672,7468800,0.012001783992939385,166.06719940185548,165.9751996612549,1,BUY
2023-09-28,173.22999572753906,174.13999938964844,172.32000732421875,173.91000366210938,10061900,-0.004997187509914736,178.56860107421875,178.71270011901856,-1,SELL
2023-12-04,187.86000061035156,190.3800048828125,187.25999450683594,189.60000610351562,18460500,-0.02161342646325959,180.5601986694336,180.4730497741699,1,BUY
